time;SamplingFrequency;ECG;Pulse
0.54401;1000;498;514
0.54501;1000;497;511
0.54601;1000;499;513
0.54701;1000;499;513
0.54801;1000;499;513
0.54901;1000;498;513
0.55001;1000;498;513
0.55101;1000;497;517
0.55201;1000;494;512
0.55301;1000;492;515
0.55401;1000;492;512
0.55501;1000;494;513
0.55601;1000;495;514
0.55701;1000;497;514
0.55801;1000;497;514
0.55901;1000;497;515
0.56001;1000;499;511
0.56101;1000;500;514
0.56201;1000;500;514
0.56301;1000;501;514
0.56401;1000;500;514
0.56501;1000;502;513
0.56601;1000;505;514
0.56701;1000;506;515
0.56801;1000;503;513
0.56901;1000;499;518
0.57001;1000;498;513
0.57101;1000;497;513
0.57201;1000;496;516
0.57301;1000;494;515
0.57401;1000;492;517
0.57501;1000;493;514
0.57601;1000;495;515
0.57701;1000;499;516
0.57801;1000;502;515
0.57901;1000;504;519
0.58001;1000;506;515
0.58101;1000;508;517
0.58201;1000;509;514
0.58301;1000;512;518
0.58401;1000;512;518
0.58501;1000;511;515
0.58601;1000;511;518
0.58701;1000;512;517
0.58801;1000;511;517
0.58901;1000;508;517
0.59001;1000;505;515
0.59101;1000;502;516
0.59201;1000;498;517
0.59301;1000;495;517
0.59401;1000;493;517
0.59501;1000;493;515
0.59601;1000;494;517
0.59701;1000;496;516
0.59801;1000;501;520
0.59901;1000;504;516
0.60002;1000;505;515
0.60102;1000;506;519
0.60202;1000;507;518
0.60302;1000;508;518
0.60402;1000;508;518
0.60502;1000;509;515
0.60602;1000;511;518
0.60702;1000;514;518
0.60802;1000;516;518
0.60902;1000;516;517
0.61002;1000;511;517
0.61102;1000;506;519
0.61202;1000;500;519
0.61302;1000;496;518
0.61402;1000;491;518
0.61502;1000;490;517
0.61602;1000;492;516
0.61702;1000;496;519
0.61802;1000;499;518
0.61902;1000;502;519
0.62002;1000;504;516
0.62102;1000;507;518
0.62202;1000;509;519
0.62302;1000;511;519
0.62402;1000;511;519
0.62502;1000;511;517
0.62602;1000;512;517
0.62702;1000;513;520
0.62802;1000;512;519
0.62902;1000;510;519
0.63002;1000;508;517
0.63102;1000;507;522
0.63202;1000;502;519
0.63302;1000;498;519
0.63402;1000;496;519
0.63502;1000;496;516
0.63602;1000;497;518
0.63702;1000;499;519
0.63802;1000;501;518
0.63902;1000;503;518
0.64002;1000;508;516
0.64102;1000;513;518
0.64202;1000;516;519
0.64302;1000;518;518
0.64402;1000;519;518
0.64502;1000;517;518
0.64602;1000;513;521
0.64702;1000;510;516
0.64802;1000;510;520
0.64902;1000;509;517
0.65002;1000;506;518
0.65102;1000;504;519
0.65202;1000;500;519
0.65302;1000;499;519
0.65402;1000;497;519
0.65502;1000;497;517
0.65602;1000;498;519
0.65702;1000;501;518
0.65802;1000;505;519
0.65902;1000;508;519
0.66002;1000;510;516
0.66102;1000;512;518
0.66202;1000;514;519
0.66302;1000;517;518
0.66402;1000;518;522
0.66502;1000;518;517
0.66602;1000;518;517
0.66702;1000;518;522
0.66802;1000;517;518
0.66902;1000;514;519
0.67002;1000;511;517
0.67102;1000;507;519
0.67202;1000;502;519
0.67302;1000;501;519
0.67402;1000;500;518
0.67502;1000;500;517
0.67602;1000;502;517
0.67702;1000;504;521
0.67802;1000;505;519
0.67902;1000;508;520
0.68002;1000;511;518
0.68102;1000;512;519
0.68202;1000;514;519
0.68302;1000;514;519
0.68402;1000;513;519
0.68502;1000;513;516
0.68602;1000;513;519
0.68702;1000;514;518
0.68802;1000;515;519
0.68902;1000;514;518
0.69002;1000;513;516
0.69102;1000;511;519
0.69202;1000;508;519
0.69302;1000;505;518
0.69402;1000;503;519
0.69502;1000;505;517
0.69602;1000;508;516
0.69702;1000;512;521
0.69802;1000;514;517
0.69902;1000;518;519
0.70002;1000;521;516
0.70102;1000;522;518
0.70202;1000;520;519
0.70302;1000;518;519
0.70402;1000;515;518
0.70502;1000;511;516
0.70602;1000;507;516
0.70702;1000;504;519
0.70802;1000;504;518
0.70902;1000;505;517
0.71002;1000;505;516
0.71102;1000;505;519
0.71202;1000;505;518
0.71302;1000;505;519
0.71402;1000;505;518
0.71502;1000;507;515
0.71602;1000;510;516
0.71702;1000;513;517
0.71802;1000;515;516
0.71902;1000;518;518
0.72002;1000;519;515
0.72102;1000;516;517
0.72202;1000;513;517
0.72302;1000;511;517
0.72402;1000;510;516
0.72502;1000;511;515
0.72602;1000;512;520
0.72702;1000;511;514
0.72802;1000;511;518
0.72902;1000;509;516
0.73002;1000;508;514
0.73102;1000;506;517
0.73202;1000;505;515
0.73302;1000;506;515
0.73402;1000;508;516
0.73502;1000;510;513
0.73602;1000;510;515
0.73702;1000;508;516
0.73802;1000;504;515
0.73902;1000;503;515
0.74002;1000;506;513
0.74102;1000;510;515
0.74202;1000;512;513
0.74302;1000;513;518
0.74402;1000;516;514
0.74502;1000;517;515
0.74602;1000;519;518
0.74702;1000;519;516
0.74802;1000;518;515
0.74902;1000;514;516
0.75002;1000;511;513
0.75102;1000;508;515
0.75202;1000;505;515
0.75302;1000;503;515
0.75402;1000;501;514
0.75502;1000;503;513
0.75602;1000;506;514
